380,0.0576
390,0.0627
400,0.0661
410,0.0668
420,0.0664
430,0.0652
440,0.0648
450,0.0646
460,0.0658
470,0.0687
480,0.0719
490,0.0735
500,0.0744
510,0.0762
520,0.0795
530,0.0823
540,0.0841
550,0.0874
560,0.0946
570,0.1086
580,0.1259
590,0.1415
600,0.1508
610,0.1549
620,0.1573
630,0.1597
640,0.1623
650,0.1641
660,0.1652
670,0.1649
680,0.1634
690,0.1619
700,0.1622
710,0.1638
720,0.1651
730,0.1665
